5791	LR10HFA50	LR10HFA50BB001	COAL BUNKER E	LR10HF25	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5792	LR10HFB50	LR10HFB50AF001	COAL FEEDER E	LR10HF25	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5793	LR10HFC50	LR10HFC50AJ001	PULVERIZER E	LR10HF25	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5794	LR10HFC501	LR10HFC50AP001	MILL LUBE OIL PUMP #10E	LR10HF25	1.0		20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5795	LR10HA		FURNACE	LR10	1.0	S	6	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5796	LR10HAH10	LR10HAC10BR001	ECONOMIZER	LR10HA	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5797	LR10HAJ10	LR10HAG10AT	STEAM DRUM	LR10HA	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5798	LR10HAD10	LR10HAD10BR001	WATER WALL	LR10HA	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5799	LR10HAC10	LR10HAH10BR001	SUPER HEATER	LR10HA	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5800	LR10HAG10		REHEATER	LR10HA	1.0	S	20	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-05 14:17:21	\N
5801	LR10HAF10		AIR PRESSURE RELIEF SYSTEM	LR10HA	1.0	S	20	UJRB		1.00																		UNIT10	2021-08-05 14:17:21	\N
5802	LR10HAF1011	LR10HLS10AN001	FLAME SCANNER COOLING AIR FAN A #10	LR10HAF10	1.0	P	21	UJRB	main	1.00	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI				 Analisa :\n'- Pada bearing motor inboard dan outboard spectrum menunjukkan amplitudo dominan pada 1xrpm dan diikuti harmoniknya dengan level kecil yang mengindikasikan unbalance dan rotating looseness.\n'- Dari pola waveform terdapat impact yang signifikan yang mengindikasikan adanya kerusakan bearin.\n Dampak : \n'- Peralatan yang bersangkutan shutdown / tidak dapat dioperasikan / tidak bisa beroperasi secara optimal\n'- Resiko terjadi kerusakan yang lebih parah jika tidak segera diperbaiki.\n 	Rekomendasi :\n'- Lakukan penggantian bearing motor inboard dan outboar.\n'- Periksa clearance housing dengan outer bearing dan shaft dengan inner bearing. Lakukan rebushing apabila ditemukan terjadinya over clearance.\n'- Balancing 		20210622 : APPR\n20210627 : Dilakukan penggantian bearing sisi DE & NDE dan rebushing sisi DE & NDE\n20210630 : Setelah diamplas dan di cek clearance \n(DE - 0.015 & NDE 0.01)\n20210705 : Dilakukan penggantian bearing ulang\n20210708 : perbaikan bearing sudah dilaksanakan, investigasi temperatur naik disebabkan housing bearing underclearence\n20210728 : Direncanakan pemasangan motor\n20210730 : Balancing	20210628 : Solorun, trending temperatur naik\n20210701 : Solorun, trending temperatur mulai stabil. Rencana dilakukan pengetesan ulang tanggal 02 Juli 2021\n20210702 : Req SOB dilakukan penggantian bearing\n20210706 : Solorun, vibrasi dan temperatur stabil. Normal\n20210730 : Vibrasi normal	UNIT10	2021-08-05 14:17:21	\N
