LR10HLB1021	LR10HLY10AP001	FDF HYDRAULIC MOVING BLADE PUMP #10A-1	LR10HLB102	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLB1022	LR10HLY10AP002	FDF HYDRAULIC MOVING BLADE PUMP #10A-2	LR10HLB102	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB10	LR10HLD10AE002	SAH A SYSTEM	LR10HL11	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HCB101		PRIMARY MOTOR AIR HEATER #10A	LR10HCB10	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB102		SECONDARY MOTOR AIR HEATER #10A	LR10HCB10	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB103		AIR HEATER A SUPPORT  BEARING LUBE OIL #10	LR10HCB10	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB104		AIR HEATER A GUIDE  BEARING LUBE OIL #10	LR10HCB10	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNA10		DUCTING HOT AIR FDF A	LR10HL11	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HDE10		ESP A SYSTEM	LR10HL11	1	S	20	UJRB		0.99																		UNIT10	2021-08-04 08:43:50
LR10HDE101	LR10HDE11AT001	ESP A	LR10HDE10	1	S	21	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HDE102	LR10ETG14AN001	FLUIDIZING BLOWER ESP A #10	LR10HDE10	1	S	21	UJRB	supporting	0.99	WARNING	STAGE 2	<6	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI	SR 201780		2020-04-02 00:00:00	Analisa :\n- Pada spectrum bearing blower inboard dan outboard terdapat fault frequency bearing (BPFO -Ball Pass Frequency of Outer ring dan BPFI -Ball Pass Frequency of Inner ring) yang mengindikasikan adanya kerusakan bearing\n	Rekomendasi :\n1. Lakukan penggantian bearing blower dan lakukan pengecekan pada screw blower apabila ada ketidak sesuaian segera dilakukan penggantian                        \n2. Periksa clearance housing dengan outer bearing dan shaft dengan inner bearing, Lakukan rebushing apabila ditemukan terjadinya over clearance                       \n3. Bersihkan filter udara	Pastikan peralatan redundancy beroperasi normal saat pelaksanaan perbaikan	20210318 : dischedulkan setelah perbaikan Fluidizing 10B (fluidizing 10B sudah selesai perbaikan dengan melakukan swab dari unit 20)\n20210409 : Progres pekerjaan, temuan setelah pembongkaran diperlukan macining pada housing blower\n20210423 : waiting material\n20210521 : machingin housing bearing (over clearence)		UNIT10	2021-08-04 08:43:50
LR10HNC10		IDF A SYSTEM	LR10HL11	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HNC1011	LR10HNC11AN001	INDUCED DRAFT FAN #10A	LR10HNC10	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNC102		IDF A COOLING FAN MOTOR	LR10HNC10	1	S	21	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HNC1021	LR10HNC11AN002	IDF A #1 COOLING FAN MOTOR	LR10HNC102	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNC1022	LR10HNC11AN003	IDF A #2 COOLING FAN MOTOR	LR10HNC102	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HL12		COMBUSTION AIR & FLUE GAS SYSTEM B	LR10HL	0.5	S	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HLB20	LR10HFE20AN001	PA FAN B	LR10HL12	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	operasi									UNIT10	2021-08-04 08:43:50
LR10HLA12		DUCTING COLD AIR PAF B	LR10HL12	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLD20	LR10HLD20AE001	PAH B	LR10HL12	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLA22		DUCTING HOT AIR PAF B	LR10HL12	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLA30		FDF B SYSTEM	LR10HL12	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HLA3011	LR10HLB20AN001	FORCED DRAFT FAN #10B	LR10HLA30	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLA302		FDF HYDRAULIC MOVING BLADE PUMP	LR10HLA30	1	S	21	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HLA3021	LR10HLY20AP001	FDF HYDRAULIC MOVING BLADE PUMP #10B-1	LR10HLA302	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HLA3022	LR10HLY20AP002	FDF HYDRAULIC MOVING BLADE PUMP #10B-2	LR10HLA302	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB20	LR10HLD20AE002	SAH B SYSTEM	LR10HL12	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HCB201		PRIMARY MOTOR AIR HEATER #10B	LR10HCB20	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB202		SECONDARY MOTOR AIR HEATER #10B	LR10HCB20	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB203		AIR HEATER B SUPPORT  BEARING LUBE OIL #10	LR10HCB20	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HCB204		AIR HEATER B GUIDE  BEARING LUBE OIL #10	LR10HCB20	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNA20		DUCTING HOT AIR FDF B	LR10HL12	1	S	20	UJRB		1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HDE20		ESP B SYSTEM	LR10HL12	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HDE201	LR10HDE12AT001	ESP B	LR10HDE20	1	S	21	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HDE202	LR10ETG14AN002	FLUIDIZING BLOWER ESP B #10	LR10HDE20	1	S	21	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNC20		IDF B SYSTEM	LR10HL12	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HNC2011	LR10HNC21AN001	INDUCED DRAFT FAN #10B	LR10HNC20	1	S	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNC202		IDF B COOLING FAN MOTOR	LR10HNC20	1	S	21	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HNC2021	LR10HNC21AN002	IDF B #1 COOLING FAN MOTOR	LR10HNC202	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HNC2022	LR10HNC21AN003	IDF B #2 COOLING FAN MOTOR	LR10HNC202	1	P	22	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF		COAL PULVERIZER SYSTEM	LR10	1	S	6	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HF1		MILL SEAL SYSTEM	LR10HF	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFW10	LR10HFW11AN001	SEAL AIR FAN 10 A	LR10HF1	1	P	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFW20	LR10HFW12AN001	SEAL AIR FAN 10 B	LR10HF1	1	P	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF2		COAL MILL SYSTEM	LR10HF	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HF21		FUEL COAL SYSTEM A	LR10HF2	0.25	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFA10	LR10HFA10BB001	COAL BUNKER A	LR10HF21	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFB10	LR10HFB10AF001	COAL FEEDER A	LR10HF21	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC10	LR10HFC10AJ001	PULVERIZER A	LR10HF21	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC101	LR10HFC10AP001	MILL LUBE OIL PUMP #10A	LR10HF21	1		20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF22		FUEL COAL SYSTEM B	LR10HF2	0.25	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFA20	LR10HFA20BB001	COAL BUNKER B	LR10HF22	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFB20	LR10HFB20AF001	COAL FEEDER B	LR10HF22	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC20	LR10HFC20AJ001	PULVERIZER B	LR10HF22	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC201	LR10HFC20AP001	MILL LUBE OIL PUMP #10B	LR10HF22	1		20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF23		FUEL COAL SYSTEM C	LR10HF2	0.25	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFA30	LR10HFA30BB001	COAL BUNKER C	LR10HF23	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFB30	LR10HFB30AF001	COAL FEEDER C	LR10HF23	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC30	LR10HFC30AJ001	PULVERIZER C	LR10HF23	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC301	LR10HFC30AP001	MILL LUBE OIL PUMP #10C	LR10HF23	1		20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF24		FUEL COAL SYSTEM D	LR10HF2	0.25	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFA40	LR10HFA40BB001	COAL BUNKER D	LR10HF24	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFB40	LR10HFB40AF001	COAL FEEDER D	LR10HF24	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC40	LR10HFC40AJ001	PULVERIZER D	LR10HF24	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC401	LR10HFC40AP001	MILL LUBE OIL PUMP #10D	LR10HF24	1		20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HF25		FUEL COAL SYSTEM E	LR10HF2	0.25	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HFA50	LR10HFA50BB001	COAL BUNKER E	LR10HF25	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFB50	LR10HFB50AF001	COAL FEEDER E	LR10HF25	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC50	LR10HFC50AJ001	PULVERIZER E	LR10HF25	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HFC501	LR10HFC50AP001	MILL LUBE OIL PUMP #10E	LR10HF25	1		20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HA		FURNACE	LR10	1	S	6	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HAH10	LR10HAC10BR001	ECONOMIZER	LR10HA	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HAJ10	LR10HAG10AT	STEAM DRUM	LR10HA	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HAD10	LR10HAD10BR001	WATER WALL	LR10HA	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HAC10	LR10HAH10BR001	SUPER HEATER	LR10HA	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HAG10		REHEATER	LR10HA	1	S	20	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10HAF10		AIR PRESSURE RELIEF SYSTEM	LR10HA	1	S	20	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10HAF1011	LR10HLS10AN001	FLAME SCANNER COOLING AIR FAN A #10	LR10HAF10	1	P	21	UJRB	main	0.6214285714	FAULT	STAGE 3	<3	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI				 Analisa :\n'- Pada bearing motor inboard dan outboard spectrum menunjukkan amplitudo dominan pada 1xrpm dan diikuti harmoniknya dengan level kecil yang mengindikasikan unbalance dan rotating looseness.\n'- Dari pola waveform terdapat impact yang signifikan yang mengindikasikan adanya kerusakan bearin.\n Dampak : \n'- Peralatan yang bersangkutan shutdown / tidak dapat dioperasikan / tidak bisa beroperasi secara optimal\n'- Resiko terjadi kerusakan yang lebih parah jika tidak segera diperbaiki.\n 	Rekomendasi :\n'- Lakukan penggantian bearing motor inboard dan outboar.\n'- Periksa clearance housing dengan outer bearing dan shaft dengan inner bearing. Lakukan rebushing apabila ditemukan terjadinya over clearance.\n'- Balancing 		20210625 : pembahasan strategi perbaikan flame scanner 10A  (SOB, Listrik, InC)		UNIT10	2021-08-04 08:43:50
LR10HAF1012	LR10HLS20AN001	FLAME SCANNER COOLING AIR FAN B #10	LR10HAF10	1	P	21	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PA		OPEN COOLING WATER SYSTEM	LR10	1	S	6	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PA1	LR10PAB10GH001	HYDRAULIC POWER UNIT FOR DISCHARGE VALVE CWP #10	LR10PA	1	S	7	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PA2		DESALINATION PUMP SYSTEM	LR10PA	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PA21	LR10GAF10AP001	DESALINATION PUMP 10A	LR10PA2	1	P	8	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PA22	LR10GAF20AP001	DESALINATION PUMP 10B	LR10PA2	1	P	8	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PA3		CIRCULATING WATER PUMP SYSTEM	LR10PA	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PAC10		CWP A SYSTEM	LR10PA3	0.5	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PAC1011	LR10PAC10AP001	CWP A PUMP	LR10PAC10	1	S	9	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC1021	LR10PAA10AT010	TRAVELING BAND SCREEN A	LR10PAC10	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC1031	LR10PAA10AP001	SCREEN WASH PUMP A	LR10PAC10	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC1041	LR00PAC21AP001	MCW-M CW SUPPLY PUMP A	LR10PAC10	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC20		CWP B SYSTEM	LR10PA3	0.5	P	8	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PAC2011	LR10PAC20AP001	CWP B PUMP	LR10PAC20	1	S	9	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC2021	LR10PAA20AT010	TRAVELING BAND SCREEN B	LR10PAC20	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC2031	LR20PAA10AP001	SCREEN WASH PUMP B	LR10PAC20	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PAC2041	LR00PAC22AP001	MCW-M CW SUPPLY PUMP B	LR10PAC20	1	S	9	UJRB	supporting	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PG		CLOSED COOLING SYSTEM	LR10	1	S	6	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PG1		CLOSED CIRCULATING HEAT EXCHANGER	LR10PG	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PGB13	LR10PGA21AC001	CCWHE A	LR10PG1	1	P	9	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PGB14	LR10PGA22AC001	CCWHE B	LR10PG1	1	P	9	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PG2		CLOSED CIRCULATING WATER PUMP SYSTEM	LR10PG	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10PGB11	LR10PGA11AP001	CCCWP A	LR10PG2	1	P	9	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10PGB12	LR10PGA12AP001	CCCWP B	LR10PG2	1	P	9	UJRB	main	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10LA		FEED WATER SYSTEM 	LR10	1	S	6	UJRB		1																		UNIT10	2021-08-04 08:43:50
LR10LAA10	LR10LAA40BB002	DEAERATOR	LR10LA	1	S	9	UJRB	essential	1	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	NORMAL	OPERASI									UNIT10	2021-08-04 08:43:50
LR10LA1		BFP SYSTEM	LR10LA	1	S	7	UJRB		1																		UNIT10	2021-08-04 08:43:50
