366	2021-02-03 07:00:22+07	3906	13-get-wo-jomjawa	JOM-JW
367	2021-02-03 07:00:25+07	447	14-get-wo-kaltim	UJKT
368	2021-02-03 07:00:29+07	616	14-get-wo-tenayan	UJTY
369	2021-02-03 07:00:35+07	537	14-get-wo-pulpis	UJPS
370	2021-02-03 12:15:12+07	1638	12-get-wo-ellipse	UP
371	2021-02-03 12:15:23+07	3898	13-get-wo-jomjawa	JOM-JW
372	2021-02-03 12:15:26+07	447	14-get-wo-kaltim	UJKT
373	2021-02-03 12:15:31+07	619	14-get-wo-tenayan	UJTY
374	2021-02-03 12:15:33+07	532	14-get-wo-pulpis	UJPS
375	2021-02-04 07:00:18+07	1635	12-get-wo-ellipse	UP
376	2021-02-04 07:00:29+07	3890	13-get-wo-jomjawa	JOM-JW
377	2021-02-04 07:01:00+07	456	14-get-wo-kaltim	UJKT
378	2021-02-04 07:01:04+07	630	14-get-wo-tenayan	UJTY
379	2021-02-04 07:01:08+07	529	14-get-wo-pulpis	UJPS
380	2021-02-04 12:15:13+07	1657	12-get-wo-ellipse	UP
381	2021-02-04 12:15:24+07	3929	13-get-wo-jomjawa	JOM-JW
382	2021-02-04 12:15:27+07	456	14-get-wo-kaltim	UJKT
383	2021-02-04 12:15:31+07	595	14-get-wo-tenayan	UJTY
